scenario_id,prefill_size_class,decode_occupancy,slo_regime,offered_load,n_total_jobs,n_prefill,n_decode,step_token_budget,max_active_sequences,prefill_prompt_median,decode_output_median,decode_start_s,slack_prefill_s,decode_margin_s,ttft_slo_s,tbt_slo_s,arrival_shape,seed,stress_control_relationship,token_sources
pd1.psizemedium.occmedium.slottft_tight.loadhigh.s20260819,medium,medium,ttft_tight,high,95,45,50,512,512,1525,1395,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slotbt_tight.loadmoderate.s20260818,medium,medium,tbt_tight,moderate,80,30,50,512,512,1394,919,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slotbt_tight.loadmoderate.s20260819,medium,medium,tbt_tight,moderate,80,30,50,512,512,1542,1278,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slotbt_tight.loadhigh.s20260818,medium,medium,tbt_tight,high,95,45,50,512,512,1387,1043,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slotbt_tight.loadhigh.s20260819,medium,medium,tbt_tight,high,95,45,50,512,512,1525,1395,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slobalanced.loadmoderate.s20260818,medium,medium,balanced,moderate,80,30,50,512,512,1394,919,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slobalanced.loadmoderate.s20260819,medium,medium,balanced,moderate,80,30,50,512,512,1542,1278,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slobalanced.loadhigh.s20260818,medium,medium,balanced,high,95,45,50,512,512,1387,1043,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occmedium.slobalanced.loadhigh.s20260819,medium,medium,balanced,high,95,45,50,512,512,1525,1395,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slottft_tight.loadmoderate.s20260818,medium,high,ttft_tight,moderate,110,30,80,512,512,1394,1230,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slottft_tight.loadmoderate.s20260819,medium,high,ttft_tight,moderate,110,30,80,512,512,1542,1743,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slottft_tight.loadhigh.s20260818,medium,high,ttft_tight,high,125,45,80,512,512,1387,1413,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slottft_tight.loadhigh.s20260819,medium,high,ttft_tight,high,125,45,80,512,512,1525,1823,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slotbt_tight.loadmoderate.s20260818,medium,high,tbt_tight,moderate,110,30,80,512,512,1394,1230,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slotbt_tight.loadmoderate.s20260819,medium,high,tbt_tight,moderate,110,30,80,512,512,1542,1743,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slotbt_tight.loadhigh.s20260818,medium,high,tbt_tight,high,125,45,80,512,512,1387,1413,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slotbt_tight.loadhigh.s20260819,medium,high,tbt_tight,high,125,45,80,512,512,1525,1823,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slobalanced.loadmoderate.s20260818,medium,high,balanced,moderate,110,30,80,512,512,1394,1230,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slobalanced.loadmoderate.s20260819,medium,high,balanced,moderate,110,30,80,512,512,1542,1743,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slobalanced.loadhigh.s20260818,medium,high,balanced,high,125,45,80,512,512,1387,1413,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizemedium.occhigh.slobalanced.loadhigh.s20260819,medium,high,balanced,high,125,45,80,512,512,1525,1823,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slottft_tight.loadmoderate.s20260818,long,low,ttft_tight,moderate,42,30,12,512,512,5041,183,0.5,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slottft_tight.loadmoderate.s20260819,long,low,ttft_tight,moderate,42,30,12,512,512,5240,529,0.5,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slottft_tight.loadhigh.s20260818,long,low,ttft_tight,high,52,40,12,512,512,5240,210,0.5,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slottft_tight.loadhigh.s20260819,long,low,ttft_tight,high,52,40,12,512,512,4995,648,0.5,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slotbt_tight.loadmoderate.s20260818,long,low,tbt_tight,moderate,42,30,12,512,512,5041,183,0.5,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slotbt_tight.loadmoderate.s20260819,long,low,tbt_tight,moderate,42,30,12,512,512,5240,529,0.5,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slotbt_tight.loadhigh.s20260818,long,low,tbt_tight,high,52,40,12,512,512,5240,210,0.5,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slotbt_tight.loadhigh.s20260819,long,low,tbt_tight,high,52,40,12,512,512,4995,648,0.5,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slobalanced.loadmoderate.s20260818,long,low,balanced,moderate,42,30,12,512,512,5041,183,0.5,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slobalanced.loadmoderate.s20260819,long,low,balanced,moderate,42,30,12,512,512,5240,529,0.5,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slobalanced.loadhigh.s20260818,long,low,balanced,high,52,40,12,512,512,5240,210,0.5,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occlow.slobalanced.loadhigh.s20260819,long,low,balanced,high,52,40,12,512,512,4995,648,0.5,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,control,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slottft_tight.loadmoderate.s20260818,long,medium,ttft_tight,moderate,80,30,50,512,512,5041,919,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slottft_tight.loadmoderate.s20260819,long,medium,ttft_tight,moderate,80,30,50,512,512,5240,1278,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slottft_tight.loadhigh.s20260818,long,medium,ttft_tight,high,90,40,50,512,512,5240,1043,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slottft_tight.loadhigh.s20260819,long,medium,ttft_tight,high,90,40,50,512,512,4995,1264,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slotbt_tight.loadmoderate.s20260818,long,medium,tbt_tight,moderate,80,30,50,512,512,5041,919,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slotbt_tight.loadmoderate.s20260819,long,medium,tbt_tight,moderate,80,30,50,512,512,5240,1278,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slotbt_tight.loadhigh.s20260818,long,medium,tbt_tight,high,90,40,50,512,512,5240,1043,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slotbt_tight.loadhigh.s20260819,long,medium,tbt_tight,high,90,40,50,512,512,4995,1264,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slobalanced.loadmoderate.s20260818,long,medium,balanced,moderate,80,30,50,512,512,5041,919,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slobalanced.loadmoderate.s20260819,long,medium,balanced,moderate,80,30,50,512,512,5240,1278,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slobalanced.loadhigh.s20260818,long,medium,balanced,high,90,40,50,512,512,5240,1043,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260818,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occmedium.slobalanced.loadhigh.s20260819,long,medium,balanced,high,90,40,50,512,512,4995,1264,0.02,0.45,0.35,0.15,0.0025,prefill_convoy_then_overlapping_decode,20260819,,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occhigh.slottft_tight.loadmoderate.s20260818,long,high,ttft_tight,moderate,110,30,80,512,512,5041,1230,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occhigh.slottft_tight.loadmoderate.s20260819,long,high,ttft_tight,moderate,110,30,80,512,512,5240,1743,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occhigh.slottft_tight.loadhigh.s20260818,long,high,ttft_tight,high,120,40,80,512,512,5240,1154,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occhigh.slottft_tight.loadhigh.s20260819,long,high,ttft_tight,high,120,40,80,512,512,4995,1812,0.02,0.08,1.0,0.05,0.004,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occhigh.slotbt_tight.loadmoderate.s20260818,long,high,tbt_tight,moderate,110,30,80,512,512,5041,1230,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260818,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
pd1.psizelong.occhigh.slotbt_tight.loadmoderate.s20260819,long,high,tbt_tight,moderate,110,30,80,512,512,5240,1743,0.02,3.0,0.15,0.4,0.0016,prefill_convoy_then_overlapping_decode,20260819,stress,"{""prefill_prompt"": ""burstgpt_staged"", ""prefill_output"": ""burstgpt_staged"", ""decode_prompt"": ""burstgpt_staged"", ""decode_output"": ""burstgpt_anchored"", ""burstgpt_path"": ""/home/soroush/llm-serving-heuristic-evolution/.local_data/burstgpt_v2/raw/BurstGPT_without_fails_1.csv""}"
